,beds,baths,size,zip_code,price
816,2,1.0,1060,98108,875000
817,1,1.0,562,98199,285000
818,3,2.5,1610,98199,840000
819,2,3.0,1212,98136,600000
820,4,2.5,2390,98115,1350000
821,2,1.0,1080,98199,950000
822,2,1.0,1350,98126,850000
823,4,3.5,2795,98122,1740000
824,2,2.0,1369,98116,720000
825,2,1.0,970,98103,1075000
826,3,3.5,1820,98122,1250000
827,3,2.0,1770,98168,500000
828,6,4.0,3280,98118,999950
829,3,1.0,1260,98168,440000
830,4,2.5,1939,98107,1025000
831,1,1.0,610,98101,679950
832,4,3.0,2200,98118,874999
833,3,3.5,3036,98121,3250000
834,3,2.5,1861,98121,1395000
835,3,2.0,1650,98126,750000
836,1,1.0,722,98118,299900
837,3,2.0,1260,98133,615000
838,2,2.5,2714,98102,1735000
839,2,2.0,1020,98118,605000
840,3,3.5,1471,98144,799990
841,3,2.5,1500,98119,1023500
842,2,1.0,1080,98118,650000
843,4,2.5,1544,98117,889000
844,2,2.0,1004,98125,320000
845,4,2.0,1470,98118,460000
846,4,2.0,1680,98107,930000
847,4,2.0,2420,98126,948750
848,4,3.5,2011,98136,1130000
849,2,2.0,896,98107,549250
850,2,2.0,1415,98125,445000
851,2,2.5,840,98144,629000
852,1,1.0,434,98102,345000
853,4,2.5,2730,98146,1175000
854,3,1.5,1350,98118,599000
855,3,3.5,1740,98122,840000
856,3,2.5,1940,98118,1140000
857,4,1.0,1340,98144,685000
858,2,2.0,1110,98103,689000
859,3,2.5,1380,98115,613000
860,3,2.5,1400,98136,785000
861,3,2.0,2110,98108,815000
862,1,1.0,557,98102,399950
863,3,2.0,1830,98126,835000
864,3,2.0,1480,98116,780000
865,3,1.5,1550,98133,835000
866,3,2.0,1670,98146,620000
867,4,2.5,2890,98115,1650000
868,3,3.5,1590,98136,820000
869,1,1.0,630,98109,439900
870,4,2.0,1440,98126,760000
871,3,2.5,2529,98122,1650000
872,3,3.0,1086,98144,539950
873,3,2.0,1565,98103,985000
874,2,2.0,916,98121,760000
875,3,7.0,2190,98112,1868000
876,2,2.0,1400,98115,530000
877,3,3.5,1352,98115,886000
878,4,4.0,2030,98115,1349000
879,3,2.0,1455,98117,959822
880,5,4.0,3240,98199,1825000
881,3,2.0,924,98126,422000
882,2,2.0,1470,98115,825000
883,3,2.0,1758,98103,1130000
884,3,2.5,1830,98116,960000
885,2,1.0,1019,98107,640000
886,4,3.0,2970,98102,1950000
887,3,3.5,1500,98103,700000
888,3,2.0,2020,98119,900000
889,3,3.5,2188,98112,1700000
890,1,1.0,507,98101,460000
891,2,1.5,1131,98144,699950
892,2,2.0,982,98122,705000
893,2,2.0,1889,98112,2750000
894,2,1.0,1440,98133,699990
895,2,2.0,789,98107,475000
896,2,2.0,1131,98116,575000
897,4,3.0,3300,98199,1995000
898,4,2.0,2510,98115,1025000
899,2,2.5,1580,98178,1790000
900,1,2.0,966,98121,640000
901,1,1.0,703,98126,350000
902,2,2.0,1220,98118,600000
903,9,5.0,3590,98117,1100400
904,6,5.5,4299,98115,3300000
905,1,1.0,900,98105,369950
906,3,2.5,1260,98117,750000
907,2,2.5,1048,98115,760000
908,4,1.0,1470,98125,699999
909,1,1.0,1113,98102,595000
910,2,2.0,1570,98103,715000
911,3,2.5,2740,98117,1375000
912,2,2.5,1470,98103,885000
913,4,2.0,1710,98118,685000
914,3,2.5,1580,98103,1095000
915,2,1.0,800,98125,550000
916,3,1.0,980,98103,500000
917,5,3.5,3700,98122,2075000
918,4,2.0,2352,98199,1450000
919,3,3.0,2320,98125,675000
920,2,2.0,1503,98108,729000
921,4,5.5,2410,98146,1500000
922,2,1.5,950,98103,1270000
923,3,1.5,1640,98103,1060000
924,3,1.5,2440,98112,1400000
925,1,1.0,594,98105,405000
926,4,2.0,1480,98118,665000
927,3,2.5,1220,98118,618000
928,3,2.0,2740,98177,1305000
929,3,3.0,2160,98118,1300000
930,2,2.0,1400,98199,850000
931,3,2.5,2650,98136,1112000
932,2,2.0,2735,98121,871000
933,1,1.0,750,98116,420000
934,2,1.0,1201,98126,605000
935,6,6.0,3488,98103,1225000
936,4,2.0,1742,98105,781000
937,4,2.0,2390,98105,1195000
938,3,1.0,4018,98122,517500
939,3,3.5,1530,98117,1089000
940,1,1.0,600,98112,370000
941,5,3.5,3340,98112,2500000
942,2,1.0,2060,98106,525000
943,3,2.5,1650,98106,675000
944,1,1.0,640,98144,497000
945,2,2.0,1106,98109,1470000
946,2,2.0,1200,98199,519000
947,3,2.5,1390,98126,575000
948,3,2.0,1759,98116,890000
949,2,1.5,1690,98118,779000
950,4,3.5,2191,98103,1394600
951,3,2.5,1380,98144,655000
952,2,2.0,877,98115,415000
953,5,4.0,2754,98126,956000
954,3,2.0,2770,98115,700000
955,1,1.0,515,98116,309000
956,3,2.0,2029,98115,685000
957,4,3.0,2560,98115,890000
958,5,3.5,2966,98126,1263500
959,3,2.5,1763,98117,1135000
960,3,2.5,1550,98116,1350000
961,2,1.0,830,98177,645000
962,2,2.0,1019,98119,499000
963,1,1.0,696,98105,385000
964,5,3.5,5090,98102,4325000
965,3,4.5,1460,98108,700000
966,2,2.0,1036,98103,789950
967,1,1.0,854,98103,540000
968,3,3.0,1687,98115,1035000
969,3,1.5,1430,98168,438000
970,2,2.0,1960,98168,580000
971,4,3.5,2720,98115,1395000
972,1,1.0,706,98116,520000
973,3,2.0,2600,98144,1525000
974,3,2.0,1900,98115,965000
975,2,1.5,1580,98115,1300000
976,1,1.0,1270,98108,915000
977,4,2.5,2320,98108,1001000
978,3,1.0,910,98106,650000
979,2,2.0,878,98121,675000
980,2,1.0,1915,98133,725000
981,3,2.0,2462,98119,1150000
982,4,3.5,2640,98103,1750000
983,3,2.5,1670,98144,875000
984,3,1.0,1090,98133,630000
985,3,3.5,1621,98109,1085000
986,4,2.0,2591,98125,800000
987,2,2.0,1400,98119,1295000
988,2,2.5,840,98118,612500
989,4,3.5,2910,98115,2325000
990,2,1.0,1410,98118,590000
991,2,1.0,770,98106,560000
992,3,2.0,1900,98199,1299000
993,3,2.0,2760,98119,1256000
994,3,2.0,1290,98144,925000
995,3,2.0,1111,98112,849000
996,2,2.0,850,98115,889900
997,2,1.5,900,98105,568000
998,6,5.0,2667,98122,900000
999,2,1.5,1320,98116,810000
1000,2,2.0,1370,98117,500000
1001,2,1.0,1140,98106,528000
1002,3,1.0,1380,98117,890000
1003,3,2.0,1422,98117,780000
1004,2,2.0,1065,98126,430000
1005,2,3.0,2943,98105,1650000
1006,3,2.0,1250,98106,625000
1007,3,2.0,2390,98133,1150000
1008,1,1.0,569,98102,400000
1009,3,2.0,1680,98199,1087500
1010,1,1.0,683,98101,679000
1011,1,1.0,627,98121,475000
1012,2,2.0,840,98116,645000
1013,3,1.5,1880,98125,749000
1014,2,2.0,881,98103,550000
1015,2,1.0,850,98144,778000
1016,1,1.0,525,98103,375000
1017,3,1.5,2170,98109,1250000
1018,2,1.0,1110,98125,820000
1019,4,3.5,3930,98102,2925000
1020,2,1.0,1047,98102,762500
1021,1,1.0,653,98122,475000
1022,3,1.5,1710,98122,1000000
1023,5,3.0,2120,98126,750000
1024,3,4.0,2360,98115,1325000
1025,4,4.0,2250,98106,1070000
1026,4,2.0,2320,98115,1150000
1027,4,3.5,3490,98115,1480000
1028,4,2.5,2500,98117,1295000
1029,2,1.0,792,98102,520000
1030,2,2.5,1490,98115,855000
1031,3,2.5,1700,98102,1475000
1032,2,2.0,1261,98125,625000
1033,4,2.0,2440,98122,1060000
1034,3,2.5,1420,98108,750000
1035,3,2.0,1380,98122,740000
1036,3,2.0,1111,98112,849000
1037,3,1.5,1920,98133,865000
1038,3,1.5,1220,98144,660000
1039,3,3.0,4010,98112,3050000
1040,2,2.0,1170,98144,644999
1041,3,2.5,1600,98144,699900
1042,1,1.0,760,98119,309000
1043,2,1.5,1290,98144,762500
1044,2,1.0,980,98112,800000
1045,2,1.5,1022,98144,660000
1046,2,1.5,1260,98118,715000
1047,5,2.0,2660,98136,1125000
1048,1,1.0,644,98122,350000
1049,1,1.0,664,98102,305000
1050,1,1.0,468,98109,275000
1051,4,3.0,2680,98115,2100000
1052,4,2.0,1640,98136,730000
1053,3,2.0,2000,98115,925000
1054,2,2.0,1523,98125,639950
1055,4,3.0,2430,98146,520000
1056,2,2.0,1199,98117,375000
1057,4,3.0,2160,98125,980000
1058,4,2.5,1354,98118,485000
1059,1,1.0,738,98101,490000
1060,2,2.0,1425,98104,899000
1061,6,7.0,4570,98105,1950000
1062,2,1.5,940,98144,640000
1063,3,3.5,1710,98126,699000
1064,3,2.5,1430,98103,855000
1065,3,3.5,1500,98118,598800
1066,3,1.5,1376,98107,780000
1067,4,3.5,4002,98116,2100000
1068,4,1.0,1600,98115,652000
1069,1,1.0,807,98122,380000
1070,5,3.0,2055,98122,1100000
1071,1,1.0,647,98102,377500
1072,2,2.0,940,98115,579000
1073,2,1.5,1150,98125,590000
1074,2,2.5,1459,98103,665000
1075,4,2.5,1910,98103,1625000
1076,4,3.0,2297,98178,783000
1077,4,2.5,2320,98118,820000
1078,5,3.5,2387,98133,1125000
1079,5,3.5,3270,98115,2000000
1080,3,2.5,1530,98126,899999
1081,2,1.0,1150,98136,845714
1082,3,2.0,1237,98106,747250
1083,3,2.5,1760,98136,850000
1084,1,1.0,808,98164,560000
1085,2,2.0,2720,98144,720000
1086,4,2.0,1345,98103,962000
1087,4,3.0,2600,98115,1750000
1088,3,2.0,2209,98115,715000
1089,2,2.5,950,98107,695000
1090,4,2.5,1530,98146,675000
1091,2,1.0,830,98103,942000
1092,3,2.0,1590,98117,910000
1093,3,3.0,1524,98122,850000
1094,4,3.0,1920,98125,2095000
1095,4,2.0,2660,98115,1357000
1096,3,2.0,2284,98136,850000
1097,3,2.5,1604,98144,760000
1098,4,4.0,2555,98105,1500000
1099,3,1.5,2460,98115,1150000
1100,3,2.5,2793,98109,1732000
1101,2,1.5,1540,98106,751000
1102,3,1.0,950,98106,589000
1103,3,1.5,1720,98168,426000
1104,2,2.0,1470,98125,707000
1105,5,2.5,3500,98146,875000
1106,2,1.5,984,98116,499999
1107,3,2.5,1570,98103,901000
1108,1,1.0,700,98122,647201
1109,2,2.0,1188,98119,450000
1110,3,2.5,2570,98118,1175000
1111,3,2.5,1631,98103,1049950
1112,3,2.0,1596,98105,505000
1113,2,2.5,820,98126,525000
1114,3,2.5,1610,98119,875000
1115,1,1.0,812,98107,480000
1116,3,2.0,1425,98117,759999
1117,2,2.5,1086,98115,884950
1118,2,2.5,1043,98117,690000
1119,3,2.0,1440,98119,1195000
1120,1,1.0,590,98106,435000
1121,2,2.0,1152,98121,1325000
1122,4,2.0,2040,98112,1175000
1123,3,2.0,2092,98102,2000000
1124,3,1.0,1780,98144,975000
1125,3,2.5,3560,98116,1575000
1126,2,2.5,1475,98103,945000
1127,4,2.5,1890,98178,668000
1128,4,2.0,2790,98126,930000
1129,4,3.5,2600,98122,2225000
1130,3,2.0,1060,98106,575000
1131,3,1.0,2180,98125,720000
1132,2,2.0,1761,98115,665000
1133,3,2.0,1379,98125,729950
1134,3,1.5,2550,98105,958748
1135,4,3.5,3815,98116,2895000
1136,4,2.0,2634,98115,1500000
1137,1,1.0,540,98104,335000
1138,3,3.5,3064,98121,2450000
1139,2,1.0,860,98108,565000
1140,3,2.5,1690,98125,807500
1141,3,3.5,1800,98103,750000
1142,2,2.0,1071,98119,605000
1143,2,1.0,807,98103,525000
1144,3,2.5,1350,98119,899000
1145,4,2.0,2900,98144,1275000
1146,3,3.0,1880,98107,999950
1147,1,1.0,677,98115,270000
1148,1,1.0,703,98103,498000
1149,1,1.0,527,98122,399000
1150,1,1.0,820,98118,530000
1151,3,2.5,1360,98103,700000
1152,4,3.5,2600,98117,1950000
1153,4,3.5,2852,98102,1715000
1154,3,3.5,1370,98133,619000
1155,3,1.5,2000,98112,1400000
1156,3,2.0,1096,98117,849950
1157,3,3.5,3380,98177,1599500
1158,3,2.5,1616,98116,990000
1159,3,3.0,1620,98136,1058000
1160,2,2.0,970,98102,634400
1161,1,2.0,1009,98116,525000
1162,3,2.0,2270,98122,1550000
1163,3,1.0,1200,98168,500000
1164,2,2.0,1225,98115,725000
1165,2,2.0,1081,98144,620000
1166,3,2.0,1380,98125,775000
1167,2,1.0,1200,98103,1025100
1168,2,2.0,1620,98103,835000
1169,3,2.0,2950,98199,1500000
1170,1,1.0,513,98121,315000
1171,4,2.0,2100,98116,1225000
1172,3,2.0,1705,98177,910000
1173,4,4.5,3610,98112,2800000
1174,3,3.5,1800,98103,1050000
1175,3,1.0,2130,98117,850000
1176,2,2.0,1367,98121,1350000
1177,3,2.5,1730,98125,800000
1178,4,3.5,4194,98112,3500000
1179,9,9.0,3780,98119,1210000
1180,2,2.0,1778,98112,1900000
1181,3,3.0,1410,98107,865000
1182,2,2.0,1088,98133,475000
1183,4,1.0,1340,98117,875000
1184,5,1.0,2380,98136,539000
1185,3,4.5,2140,98109,1835000
1186,3,2.0,2080,98178,738000
1187,2,1.0,1410,98118,799000
1188,1,1.0,571,98121,331000
1189,4,2.5,2340,98106,870000
1190,5,4.5,5210,98122,3320000
1191,1,1.0,733,98121,545000
1192,2,1.5,1060,98118,530000
1193,2,2.5,996,98122,799000
1194,4,2.0,1850,98105,1200000
1195,1,1.0,690,98117,560000
1196,4,2.0,2260,98107,1330000
1197,4,3.5,3190,98107,2130000
1198,3,2.5,1846,98199,1060000
1199,3,2.0,1700,98118,999999
1200,4,2.0,2240,98126,795000
1201,4,2.0,1660,98103,1127500
1202,2,3.0,1780,98133,720000
1203,4,3.5,2270,98146,710000
1204,1,1.0,603,98121,432000
1205,3,3.5,2024,98107,1200000
1206,2,2.5,1103,98107,780000
1207,3,1.0,1460,98115,880000
1208,6,7.0,4260,98119,2300000
1209,3,2.5,1660,98122,816750
1210,3,1.5,1350,98107,750000
1211,4,3.0,2949,98103,1610000
1212,3,2.5,1718,98117,900000
1213,2,1.0,1370,98119,1000000
1214,4,2.5,1822,98199,1033000
1215,2,1.0,800,98103,690000
1216,1,1.0,718,98119,459000
1217,2,2.0,909,98103,420000
1218,2,1.0,903,98146,312500
1219,2,2.0,1297,98109,880000
1220,3,2.0,2140,98133,925000
1221,4,5.0,2970,98125,1450000
1222,2,2.0,900,98122,590000
1223,2,2.0,2600,98122,750000
1224,2,1.0,1180,98106,419000
1225,1,1.0,564,98103,602000
1226,4,2.0,1700,98125,891000
1227,3,3.0,1524,98122,875000
1228,3,3.0,1410,98103,1200000
1229,1,1.0,831,98136,480000
1230,5,3.0,3060,98118,889000
1231,2,2.0,1213,98117,422000
1232,4,2.0,2352,98107,1295000
1233,1,1.0,534,98178,223000
1234,2,1.0,724,98102,530000
1235,4,3.5,2304,98103,1550000
1236,3,1.0,1450,98115,1125000
1237,2,1.0,980,98168,475000
1238,2,1.5,1550,98112,1550000
1239,1,1.0,704,98144,645000
1240,1,1.5,1425,98102,2200000
1241,1,1.0,794,98101,516000
1242,5,3.5,4060,98116,2888000
1243,2,2.0,979,98199,470000
1244,4,2.0,1830,98136,950000
1245,2,1.0,1260,98133,626000
1246,2,1.0,1027,98115,300000
1247,5,2.0,3210,98115,688000
1248,2,1.0,968,98115,399950
1249,3,2.0,1049,98112,900000
1250,2,1.5,1054,98109,709000
1251,2,2.0,1586,98101,1460000
1252,4,2.0,1760,98115,999950
1253,2,1.0,860,98178,480000
1254,4,2.5,1560,98144,1110000
1255,4,3.0,3110,98119,1500000
1256,3,2.0,1440,98115,935000
1257,3,2.0,1500,98136,770000
1258,3,1.5,2160,98117,915000
1259,4,5.5,3100,98125,1375000
1260,1,1.0,522,98107,325000
1261,3,2.0,1560,98117,920000
1262,3,3.0,3400,98136,1150000
1263,2,2.0,1761,98115,665000
1264,2,1.5,1076,98125,549000
1265,2,2.0,1217,98199,787950
1266,3,3.5,1450,98126,670000
1267,2,1.0,1000,98112,750000
1268,2,2.5,1124,98115,799950
1269,4,3.5,3070,98144,1900000
1270,1,1.0,480,98109,275000
1271,3,2.0,1860,98105,1165000
1272,2,1.0,740,98126,500000
1273,3,2.0,1440,98133,830000
1274,1,1.0,758,98103,469000
1275,3,1.0,1340,98117,765000
1276,3,3.0,1700,98136,1275000
1277,4,3.5,2950,98105,1800000
1278,1,1.0,616,98102,374000
1279,3,2.5,4240,98116,2725000
1280,4,3.5,3495,98144,2000000
1281,3,3.0,2560,98112,1300000
1282,3,3.0,2040,98117,1000000
1283,3,1.0,890,98126,575000
1284,3,1.5,1730,98115,870000
1285,1,1.0,816,98109,560000
1286,4,2.0,2400,98177,900000
1287,3,2.5,1270,98144,675000
1288,4,3.0,1830,98107,1352000
1289,3,2.5,2470,98126,800000
1290,4,4.0,2300,98115,1210000
1291,4,2.5,1600,98105,699000
1292,1,1.0,510,98104,308000
1293,2,2.0,1387,98116,649000
1294,3,2.5,2230,98178,555000
1295,1,1.0,956,98104,870000
1296,3,3.0,1872,98107,1050000
1297,4,5.0,2030,98106,700000
1298,4,2.0,1980,98136,785000
1299,3,3.0,1180,98116,729000
1300,4,2.5,2630,98122,1340000
1301,4,2.0,2010,98115,1100000
1302,4,3.5,3487,98136,2010000
1303,4,2.0,2570,98112,850000
1304,2,2.0,1440,98168,390000
1305,2,2.0,1131,98103,470000
1306,2,1.0,1440,98133,675000
1307,3,3.5,2010,98117,1111111
1308,2,3.0,1073,98133,429900
1309,4,3.5,3300,98125,1575000
1310,4,2.0,3040,98199,1665500
1311,4,2.5,2500,98146,577000
1312,4,1.0,1810,98126,655500
1313,2,2.0,1878,98119,1171600
1314,3,2.0,1411,98104,699000
1315,3,1.0,3960,98118,722500
1316,3,1.0,1000,98136,750000
1317,5,2.0,2300,98105,1266000
1318,2,2.5,890,98146,510000
1319,5,3.0,2820,98117,1550000
1320,3,1.0,1620,98118,600000
1321,3,2.0,1470,98136,875000
1322,2,2.5,1088,98133,475000
1323,5,2.0,2160,98106,795000
1324,3,3.5,3105,98112,2250000
1325,2,2.0,1200,98122,699950
1326,2,2.0,1240,98117,710000
1327,3,2.5,1550,98122,1065000
1328,7,4.0,2300,98122,1095000
1329,4,3.0,2466,98115,1299000
1330,2,2.0,1817,98102,2100000
1331,4,3.0,1500,98122,1155000
1332,4,2.0,2380,98144,525000
1333,2,2.0,1524,98108,710000
1334,3,2.5,1370,98117,699500
1335,3,2.0,1449,98107,720000
1336,2,2.0,1140,98103,850000
1337,3,2.5,1010,98118,615000
1338,9,5.0,3014,98178,835000
1339,3,3.5,1450,98118,580000
1340,2,2.0,1248,98122,890955
1341,4,2.0,2600,98117,1098500
1342,3,2.0,1328,98103,929950
1343,1,1.0,614,98109,369950
1344,4,3.0,2481,98115,999000
1345,4,1.0,1420,98178,445000
1346,4,3.0,2040,98117,1410000
1347,3,3.0,1390,98126,1095000
1348,2,3.0,920,98107,690000
1349,4,3.5,1835,98103,1299950
1350,4,2.0,1840,98103,825000
1351,3,2.5,3020,98177,1450000
1352,3,2.0,2520,98115,1050000
1353,4,5.0,2240,98108,965000
1354,3,3.5,1644,98112,820000
1355,3,2.5,1880,98106,725000
1356,2,2.0,995,98144,850000
1357,1,1.0,568,98104,330000
1358,2,3.0,1226,98144,589990
1359,2,1.0,730,98105,25000000
1360,4,2.0,1500,98133,947000
1361,3,2.0,2080,98108,800000
1362,3,3.0,1425,98177,819950
1363,4,2.5,3840,98177,2195000
1364,4,3.0,2074,98126,812500
1365,5,3.0,3556,98115,2250000
1366,1,1.0,1100,98107,745000
1367,2,1.0,730,98106,545000
1368,4,2.0,1170,98178,390000
1369,4,3.0,2240,98118,625000
1370,4,2.0,1750,98115,855000
1371,2,2.0,1695,98126,1150000
1372,5,3.0,2480,98117,1135000
1373,4,2.5,1420,98103,760000
1374,2,1.0,990,98133,474000
1375,2,1.0,1520,98117,820000
1376,5,2.0,2100,98108,599950
1377,3,3.0,1740,98136,1010000
1378,2,2.0,1760,98108,750000
1379,2,2.0,1021,98101,981250
1380,4,3.5,3018,98103,1795000
1381,2,1.5,1024,98115,495000
1382,1,1.0,945,98109,385000
1383,2,1.0,2380,98108,640000
1384,5,5.0,3810,98177,1180000
1385,2,2.5,1048,98112,899000
1386,3,1.5,1610,98122,1106000
1387,1,1.0,701,98115,315000
1388,4,2.5,2213,98107,1075000
1389,2,2.0,1071,98119,719000
1390,2,1.0,850,98107,813000
1391,3,3.0,1280,98103,900000
1392,3,1.0,980,98119,700000
1393,4,3.5,3840,98118,1250000
1394,2,2.0,1006,98112,650000
1395,4,2.0,1450,98109,1185000
1396,4,2.0,2140,98136,960000
1397,4,3.0,2480,98103,1605000
1398,5,2.0,2420,98117,960000
1399,3,4.5,1760,98109,1440000
1400,2,2.0,1170,98144,624999
1401,3,2.0,1730,98125,910000
1402,1,1.0,376,98199,1000000
1403,1,1.0,636,98102,450000
1404,3,2.0,1940,98107,895000
1405,4,2.5,3400,98112,2100000
1406,3,2.0,1360,98125,830000
1407,2,2.0,875,98116,656500
1408,6,2.0,2230,98118,700000
1409,5,2.0,4190,98119,2300000
1410,3,2.5,2220,98117,1167500
1411,2,1.0,830,98117,450000
1412,3,2.5,2090,98108,820000
1413,3,1.0,1210,98119,795000
1414,2,1.0,691,98102,998000
1415,3,2.5,1820,98118,690000
1416,4,2.5,3105,98115,1040000
1417,4,2.0,1680,98178,517500
1418,3,2.0,2495,98105,1250000
1419,5,3.0,2450,98144,1270000
1420,4,2.0,2787,98122,1207000
1421,5,3.5,3310,98102,1637500
1422,2,2.0,1699,98109,640000
1423,5,4.0,3180,98105,2100000
1424,5,2.5,3350,98126,1275000
1425,2,2.0,1365,98122,799000
1426,3,3.0,1660,98117,1200000
1427,3,1.5,1880,98118,489000
1428,1,1.0,580,98102,395000
1429,3,2.0,1270,98146,590000
1430,3,1.0,860,98125,699000
1431,1,1.0,580,98122,475000
1432,3,3.5,1840,98117,1025000
1433,1,1.0,615,98199,315000
1434,5,3.0,2140,98125,850000
1435,2,2.0,1437,98122,969950
1436,2,1.5,1390,98107,759950
1437,2,1.5,870,98115,700000
1438,5,4.5,2840,98112,500000
1439,3,2.0,2260,98107,877000
1440,2,2.0,886,98116,660000
1441,1,1.0,505,98102,325000
1442,2,1.0,1048,98121,760000
1443,4,2.0,1800,98117,1100000
1444,2,2.0,1390,98116,954500
1445,3,2.5,2600,98136,1475000
1446,4,2.0,2640,98168,780000
1447,2,1.5,1020,98102,765000
1448,3,3.0,2630,98115,1130000
1449,4,3.5,2910,98144,1865000
1450,3,2.0,1580,98116,1000000
1451,2,1.0,885,98105,389000
1452,3,2.0,2100,98116,1325000
1453,4,2.0,2010,98105,1250000
1454,4,2.0,1480,98126,830000
1455,3,2.0,1560,98117,1180000
1456,1,1.0,889,98121,648888
1457,1,1.0,664,98102,322000
1458,2,2.0,804,98107,465600
1459,4,2.0,2080,98105,975000
1460,2,1.0,910,98117,800000
1461,3,2.5,1620,98106,875100
1462,3,3.5,1970,98105,868500
1463,3,2.0,1720,98116,869000
1464,4,2.0,1545,98103,1253000
1465,3,2.5,1710,98115,1190000
1466,1,2.0,1141,98122,699950
1467,2,3.0,1276,98106,520000
1468,2,1.5,1978,98118,858000
1469,2,1.0,1060,98125,700000
1470,5,3.5,3220,98103,820000
1471,4,2.0,1170,98168,530000
1472,3,2.0,1770,98118,660000
1473,2,2.0,1420,98107,690000
1474,4,2.5,2980,98125,1445000
1475,4,1.5,1630,98133,734950
1476,1,1.0,743,98102,522250
1477,2,1.0,680,98125,625000
1478,2,1.0,900,98168,409050
1479,1,1.0,635,98121,380000
1480,5,3.5,3400,98109,3340000
1481,3,2.0,1300,98103,735000
1482,2,2.0,1094,98122,675000
1483,3,2.5,1763,98117,1125000
1484,2,1.0,940,98118,550000
1485,3,2.5,1820,98103,990000
1486,1,1.0,650,98121,468000
1487,2,2.0,1200,98122,705000
1488,3,2.0,1939,98109,1070000
1489,4,2.0,1780,98117,1181500
1490,3,2.0,2370,98119,1180000
1491,2,2.5,1411,98117,830000
1492,2,1.0,512,98103,312000
1493,4,2.5,2360,98199,1750000
1494,3,2.0,2630,98117,1290000
1495,5,3.0,2700,98119,1025000
1496,1,1.0,605,98103,370000
1497,2,1.0,767,98136,349950
1498,2,1.0,1015,98102,650000
1499,2,2.0,1245,98168,330000
1500,1,1.0,513,98121,315000
1501,1,1.0,780,98106,500000
1502,4,3.0,2050,98136,920000
1503,2,2.0,1060,98117,650000
1504,2,2.0,950,98117,705000
1505,3,1.5,1870,98168,500000
1506,3,2.5,1060,98117,765000
1507,3,2.5,1860,98103,1025000
1508,3,1.5,1420,98117,980000
1509,3,1.0,1390,98144,850000
1510,3,2.0,1096,98117,874500
1511,3,1.0,1100,98106,468000
1512,3,1.0,1010,98178,475000
1513,3,3.5,1730,98117,975000
1514,2,1.5,1480,98118,948800
1515,3,2.0,1890,98106,700000
1516,4,2.0,2500,98144,972500
1517,4,3.5,2840,98108,925000
1518,3,2.0,1608,98103,732000
1519,2,2.5,1701,98112,1354000
1520,1,1.0,376,98199,1000000
1521,1,2.0,1250,98116,160000
1522,3,2.5,1790,98117,1050000
1523,4,2.0,1670,98106,650000
1524,3,2.0,1640,98136,900000
1525,4,4.5,3228,98119,2050000
1526,4,2.0,1720,98118,705000
1527,4,2.0,2060,98168,575000
1528,3,2.0,1840,98115,865000
1529,4,3.5,3180,98122,2485000
1530,3,3.0,1760,98125,670000
1531,2,1.0,1350,98115,799950
1532,2,2.0,1403,98125,480000
1533,3,2.0,1740,98199,1310000
1534,3,2.0,1490,98107,900000
1535,3,3.0,2380,98199,1385000
1536,1,1.0,815,98121,465000
1537,4,3.5,2900,98125,1337000
1538,5,3.0,2370,98118,800000
1539,4,1.0,2470,98178,770000
1540,4,1.0,1740,98119,925000
1541,1,1.0,690,98133,290000
1542,5,3.5,2610,98118,915000
1543,4,3.5,2015,98116,1240000
1544,5,3.5,3880,98112,2975000
1545,4,2.0,2280,98168,625000
1546,4,3.0,2570,98105,1555000
1547,5,2.0,2740,98103,1175000
1548,2,2.0,1469,98115,900000
1549,3,2.5,2860,98126,1630000
1550,2,2.0,1479,98116,640000
1551,5,4.5,3370,98117,1975000
1552,3,1.0,1300,98109,1000000
1553,2,1.0,780,98118,675000
1554,5,6.0,6990,98103,1880000
1555,2,2.5,867,98115,679000
1556,2,2.0,1217,98199,787950
1557,3,2.5,2120,98122,1365000
1558,2,2.0,1042,98101,639000
1559,2,2.0,1163,98117,648800
1560,3,3.5,1580,98144,760000
1561,3,2.0,1740,98115,1070000
1562,4,3.0,1810,98116,1118000
1563,1,1.0,1186,98109,665000
1564,3,1.0,1177,98126,650000
1565,2,1.5,770,98116,550000
1566,4,2.0,1870,98199,1040000
1567,1,1.0,696,98115,305000
1568,3,2.5,1380,98126,523750
1569,2,1.0,1650,98106,630000
1570,3,2.0,1640,98106,700000
1571,3,3.5,1360,98103,700000
1572,3,1.0,970,98177,625000
1573,1,1.0,490,98104,250000
1574,5,2.0,2180,98122,950000
1575,4,3.5,2970,98103,2080000
1576,4,2.0,2340,98103,1800000
1577,3,3.0,1420,98115,950000
1578,3,2.5,1520,98108,818000
1579,2,2.0,1242,98122,769950
1580,4,3.0,3410,98144,1850000
1581,4,1.0,1150,98118,575000
1582,1,1.0,691,98115,321000
1583,3,2.0,1170,98144,740000
1584,3,2.0,1360,98125,850000
1585,2,2.0,1200,98125,620000
1586,4,2.0,2680,98177,950000
1587,2,1.0,670,98126,510000
1588,1,1.0,545,98122,350000
1589,3,3.5,1240,98116,690000
1590,1,1.0,700,98109,300000
1591,4,3.0,2940,98126,1250000
1592,2,2.0,1187,98115,750000
1593,4,2.0,1488,98115,750000
1594,3,1.0,970,98146,515000
1595,3,2.5,1681,98126,610000
1596,2,2.0,1144,98107,769950
1597,4,3.5,2860,98199,1657500
